crc32,name,family,archive,local_off,size,ntex,dims,fmt
0xD8E102DD,uniform_base_ukr_home.iff,uniform_base,0A,0x51C6E800,1466339,3,1024x1024,565
0xDA2A9015,,uniform_base/scenery?,0A,0x3DF1A000,1497360,3,1024x1024,565
0xDA356BE1,player_head_id_0548.iff,player_portrait,0B,0x2173F800,1040657,3,512x512,DXT4_5
0xDBD9B041,player_head_id_0951.iff,player_portrait,0B,0x25D08800,1005574,3,512x512,DXT4_5
0xDBE22CCE,,uniform_base/scenery?,0A,0x49E01800,1546509,3,1024x1024,565
0xDBF0923F,,uniform_base/scenery?,0A,0x4339A000,1231233,3,1024x1024,565
0xDCDA8FA6,,uniform_base/scenery?,0A,0x454FA000,1250401,3,1024x1024,565
0xDEBE1BC4,,uniform_base/scenery?,0A,0x50ED3800,1235726,3,1024x1024,565
0xDF0255C2,,uniform_base/scenery?,0A,0x473A1800,1517979,3,1024x1024,565
0xDF530033,,uniform_base/scenery?,0A,0x43721000,1231233,3,1024x1024,565
0xE0CA7402,,uniform_base/scenery?,0A,0x492B0000,1473071,3,1024x1024,565
0xE164193A,player_head_id_0026.iff,player_portrait,0B,0x1C997000,1034435,3,512x512,DXT4_5
0xE20BB5B6,,uniform_base/scenery?,0A,0x4188F000,1231233,3,1024x1024,565
0xE40C2611,,uniform_base/scenery?,0A,0x5112F800,1520218,3,1024x1024,565
0xE438AD19,player_head_id_0311.iff,player_portrait,0B,0x1F3D0000,955601,3,512x512,DXT4_5
0xE4F97323,uniform_base_can_home.iff,uniform_base,0A,0x3D81D800,1464972,3,1024x1024,565
0xE505C524,player_head_id_0945.iff,player_portrait,0B,0x25C0E800,1022163,3,512x512,DXT4_5
0xE5A0FC45,player_head_id_0019.iff,player_portrait,0B,0x1C6A6000,1046836,3,512x512,DXT4_5
0xE5FEB055,uniform_base_dmk_away.iff,uniform_base,0A,0x46122800,1471980,3,1024x1024,565
0xE63FF9E3,player_head_id_0811.iff,player_portrait,0B,0x247CE800,1017840,3,512x512,DXT4_5
0xE65A9A79,,uniform_base/scenery?,0A,0x4F4CE800,1478913,3,1024x1024,565
0xE6A827BA,,uniform_base/scenery?,0A,0x419BC000,1231233,3,1024x1024,565
0xE6C1E6A3,,uniform_base/scenery?,0A,0x4FD64800,1530265,3,1024x1024,565
0xE6CD130D,player_head_id_0641.iff,player_portrait,0B,0x224DD800,1008603,3,512x512,DXT4_5
0xE7B1DE90,,uniform_base/scenery?,0A,0x4A0E3800,1250402,3,1024x1024,565
0xE7D32243,player_head_id_0408.iff,player_portrait,0B,0x20314800,1002128,3,512x512,DXT4_5
0xE8ADF57F,,uniform_base/scenery?,0A,0x4B736800,1499127,3,1024x1024,565
0xE8B09E34,player_head_id_0010.iff,player_portrait,0B,0x1C3B8000,1022113,3,512x512,DXT4_5
0xEB4F8A9B,,uniform_base/scenery?,0A,0x45FB7800,1486164,3,1024x1024,565
0xEB5B116E,player_head_id_0709.iff,player_portrait,0B,0x2308C000,994535,3,512x512,DXT4_5
0xEBDD717C,player_head_id_0648.iff,player_portrait,0B,0x226CB800,992391,3,512x512,DXT4_5
0xEC572238,player_head_id_0832.iff,player_portrait,0B,0x24C9C800,985762,3,512x512,DXT4_5
0xEC7921C5,,uniform_base/scenery?,0A,0x527C5800,1250539,3,1024x1024,565
0xEC851E30,,unknown_texture,0B,0x37623000,291992,3,256x256,DXT5A
0xEED616D0,player_head_id_0273.iff,player_portrait,0B,0x1EE06800,1004958,3,512x512,DXT4_5
0xEF561598,,unknown_texture,0A,0x4DC2800,211985,3,128x128,DXT1
0xF08B6B51,blocker_g13.iff,goalie_gear,0B,0x1AB98800,618175,3,512x512,DXT4_5
0xF0AC384A,player_head_id_0490.iff,player_portrait,0B,0x2117B800,1005009,3,512x512,DXT4_5
0xF163BA99,player_head_id_0094.iff,player_portrait,0B,0x1D396800,1029949,3,512x512,DXT4_5
0xF21CA4BB,player_head_id_0607.iff,player_portrait,0B,0x21F08800,1010833,3,512x512,DXT4_5
0xF22F29AF,,uniform_base/scenery?,0A,0x4C7D8800,1516431,3,1024x1024,565
0xF29AC4A9,player_head_id_0746.iff,player_portrait,0B,0x23A40800,1033319,3,512x512,DXT4_5
0xF31829C2,uniform_base_ger_away.iff,uniform_base,0A,0x47953800,1507767,3,1024x1024,565
0xF364DA3C,,uniform_base/scenery?,0A,0x4D785800,1469404,3,1024x1024,565
0xF4BFEF2C,,uniform_base/scenery?,0A,0x4AA90000,1670764,3,1024x1024,565
0xF7401098,player_head_id_0530.iff,player_portrait,0B,0x21550000,1020054,3,512x512,DXT4_5
0xF823ACEF,player_head_id_0128.iff,player_portrait,0B,0x1D93B800,1013886,3,512x512,DXT4_5
0xF886958E,player_head_id_0874.iff,player_portrait,0B,0x25368800,939475,3,512x512,DXT4_5
0xF8F21F72,player_head_id_0765.iff,player_portrait,0B,0x23FEB800,1055542,3,512x512,DXT4_5
0xFB3AC95B,player_head_id_0861.iff,player_portrait,0B,0x2507B800,996429,3,512x512,DXT4_5
0xFB4E43A7,player_head_id_0770.iff,player_portrait,0B,0x241E4000,1074294,3,512x512,DXT4_5
0xFBA73AAD,,uniform_base/scenery?,0A,0x41F9D000,1231233,3,1024x1024,565
0xFC4630EA,catcher_g16.iff,goalie_gear,0B,0x1B952800,672701,3,512x512,DXT4_5
0xFD28CB43,player_head_id_0513.iff,player_portrait,0B,0x2145D000,994279,3,512x512,DXT4_5
0xFE12F784,player_head_id_0447.iff,player_portrait,0B,0x208E4000,1011529,3,512x512,DXT4_5
0xFF04A8A1,,uniform_base/scenery?,0A,0x420CA000,1231233,3,1024x1024,565
0xFF72DD06,,unknown_texture,0A,0x37023800,194661,3,128x128,DXT1
0xFFCF843D,player_head_id_0088.iff,player_portrait,0B,0x1D0DB000,973382,3,512x512,DXT4_5
0x00A7318A,,uniform_component?,0B,0xDAC000,1051881,2,2048x512,4444
0x03660E4C,,uniform_component?,0A,0x69006000,721288,2,2048x512,4444
0x052B3BBC,,uniform_component?,0B,0x59AD000,958530,2,2048x512,4444
0x0574394D,,uniform_component?,0B,0xE8800,873574,2,2048x512,4444
0x066D4837,,uniform_component?,0A,0x6815D800,641348,2,2048x512,4444
0x06A5420C,,uniform_component?,0A,0x67233800,991948,2,2048x512,4444
0x072F5294,,uniform_component?,0B,0x756E000,763656,2,2048x512,4444
0x07C59C40,,uniform_component?,0A,0x690B6800,688303,2,2048x512,4444
0x08374673,,uniform_component?,0B,0x2778000,960734,2,2048x512,4444
0x0892FE7C,,uniform_component?,0B,0x3E1B000,865308,2,2048x512,4444
0x095248C0,,uniform_component?,0B,0x2687000,985957,2,2048x512,4444
0x097F9CA3,,uniform_component?,0A,0x6B09A800,790255,2,2048x512,4444
0x0C580541,,uniform_component?,0A,0x658A0000,985426,2,2048x512,4444
0x0CF7445D,,uniform_component?,0A,0x664C0800,924246,2,2048x512,4444
0x0D53D2BF,catcher_g19_logos_l.iff,goalie_gear,0B,0x1BBEC800,23686,2,512x512,DXT4_5
0x0D62CA69,,uniform_component?,0B,0x19E6800,748050,2,2048x512,4444
0x0F1522D9,catcher_g18_logos_r.iff,goalie_gear,0B,0x1BB5D800,16668,2,512x512,DXT4_5
0x10204893,,uniform_component?,0B,0x66F8800,780637,2,2048x512,4444
0x1068B8E8,,uniform_component?,0A,0x6A444800,726156,2,2048x512,4444
0x1379E8AF,,uniform_component?,0B,0x5F24000,763325,2,2048x512,4444
0x137E7406,,uniform_component?,0B,0x151B000,882759,2,2048x512,4444
0x139F8B77,,uniform_component?,0B,0x5017800,984325,2,2048x512,4444
0x139F9C97,uniform_muvo_away.iff,uniform,0A,0x66EAF800,950124,2,2048x512,4444
0x1446B2DF,,uniform_component?,0B,0x6A4A800,573624,2,2048x512,4444
0x14BECCBA,,uniform_component?,0A,0x65BE8800,746394,2,2048x512,4444
0x14CB2AE4,,uniform_component?,0A,0x6A661800,759853,2,2048x512,4444
0x14E8A8CA,,uniform_component?,0A,0x67999000,589360,2,2048x512,4444
0x15931516,,uniform_component?,0B,0x39FD800,897719,2,2048x512,4444
0x16ABDED6,,uniform_component?,0B,0x317F800,790946,2,2048x512,4444
0x16B75940,,uniform_component?,0B,0xF92800,939563,2,2048x512,4444
0x16F073B8,,uniform_component?,0A,0x67E09000,1251435,2,2048x512,4444
0x17C93921,catcher_g00_logos_l.iff,goalie_gear,0B,0x1AF6A000,33630,2,512x512,DXT4_5
0x17FE3406,blocker_g00_logos_r.iff,goalie_gear,0B,0x1A3DF800,21124,2,512x512,DXT4_5
0x1957B53F,,uniform_component?,0B,0xBBE000,900003,2,2048x512,4444
0x1A24756F,,uniform_component?,0B,0x4742000,889965,2,2048x512,4444
0x1ACA8157,,uniform_component?,0A,0x6954A000,730268,2,2048x512,4444
0x1CCB8F60,,unknown_texture,0A,0x455800,1501690,2,512x256,DXT5A
0x1D2BF06A,,uniform_component?,0A,0x6B4EC000,935358,2,2048x512,4444
0x1F4F6408,,uniform_component?,0B,0x6D28800,941194,2,2048x512,4444
0x20B44E5B,,uniform_component?,0A,0x66092800,1137473,2,2048x512,4444
0x2118F9FD,,uniform_component?,0B,0x37F5800,974192,2,2048x512,4444
0x22FA8619,,uniform_component?,0B,0x28F000,835153,2,2048x512,4444
0x2331A6DE,,uniform_component?,0A,0x69B26800,714646,2,2048x512,4444
0x255517AD,,uniform_component?,0B,0x1870800,569942,2,2048x512,4444
0x2640A15C,,uniform_component?,0B,0x2B0D800,790203,2,2048x512,4444
0x279234D2,,uniform_component?,0A,0x69D29000,677606,2,2048x512,4444
0x27C1EF17,,uniform_component?,0A,0x6B22B000,550499,2,2048x512,4444
0x281F472F,,unknown_texture,0A,0x44C9800,136031,2,256x256,DXT4_5
0x2852FACB,blocker_g17_logos_l.iff,goalie_gear,0B,0x1AEE5000,22486,2,512x512,DXT4_5
0x2865F7EC,catcher_g17_logos_r.iff,goalie_gear,0B,0x1BAAF800,35359,2,512x512,DXT4_5
0x28A27D7F,,unknown_texture,0A,0x176000,1498111,2,512x256,DXT5A
0x297F7880,,uniform_component?,0B,0x21A8000,1019947,2,2048x512,4444
0x2A140AAD,blocker_g16_logos_r.iff,goalie_gear,0B,0x1AE39000,19582,2,512x512,DXT4_5
0x2A23078A,catcher_g16_logos_l.iff,goalie_gear,0B,0x1B9F7000,35690,2,512x512,DXT4_5
0x2BE043BC,,uniform_component?,0A,0x6ACBA800,643534,2,2048x512,4444
0x2C5361C4,,uniform_component?,0A,0x64F80800,775366,2,2048x512,4444
0x2C536D79,,uniform_component?,0B,0x73CC000,947812,2,2048x512,4444
0x2CD6798B,,uniform_component?,0B,0x12D0800,758209,2,2048x512,4444
0x2D1AC496,,uniform_component?,0A,0x64E7E000,1058058,2,2048x512,4444
0x2D885E09,,uniform_component?,0B,0x7C39800,810652,2,2048x512,4444
0x2DB92A93,,uniform_component?,0B,0x6E0E800,913114,2,2048x512,4444
0x2E3AC58D,,uniform_component?,0A,0x68A08000,557417,2,2048x512,4444
0x2F43D1B0,,uniform_component?,0A,0x6AEA5800,720355,2,2048x512,4444
0x2F74EA21,,uniform_component?,0B,0x6228800,1159080,2,2048x512,4444
0x2FD29E1F,,uniform_component?,0B,0x5282000,589172,2,2048x512,4444
0x2FEF96FB,,uniform_component?,0B,0x5C80800,1021541,2,2048x512,4444
0x303F107A,,uniform_component?,0A,0x69943800,673951,2,2048x512,4444
0x324CCCA7,,uniform_component?,0A,0x6A71B800,734083,2,2048x512,4444
0x3292966B,,uniform_component?,0A,0x67326000,952424,2,2048x512,4444
0x331BB721,,uniform_component?,0A,0x66E26000,561364,2,2048x512,4444
0x349C8276,,uniform_component?,0A,0x699E8800,649238,2,2048x512,4444
0x34C6EBC2,,uniform_component?,0A,0x662BB800,935984,2,2048x512,4444
0x3620CAFC,,uniform_component?,0B,0x78AA000,945164,2,2048x512,4444
0x36260425,,uniform_component?,0B,0x16E1000,1064491,2,2048x512,4444
0x36EF5EAB,,uniform_component?,0A,0x6A937000,737991,2,2048x512,4444
0x370CB499,catcher_g13_logos_l.iff,goalie_gear,0B,0x1B80D000,28280,2,512x512,DXT4_5
0x373BB9BE,blocker_g13_logos_r.iff,goalie_gear,0B,0x1AC39000,35510,2,512x512,DXT4_5
0x39A39C64,,uniform_component?,0B,0x610000,1101643,2,2048x512,4444
0x3A30E01C,,uniform_component?,0B,0x35B000,1032002,2,2048x512,4444
0x3A9D29C5,,uniform_component?,0A,0x69F22800,701104,2,2048x512,4444
0x3ACDFC06,,unknown_texture,0B,0x370A9800,267889,2,256x256,DXT5A
0x3B0A75EC,,uniform_component?,0A,0x68054000,1086485,2,2048x512,4444
0x3B37236A,,uniform_component?,0A,0x66B05000,758909,2,2048x512,4444
0x3B74BE4B,pad_g16_logos.iff,goalie_gear,0B,0x1A0D3800,27638,2,128x128,DXT4_5
0x3B9A252D,,uniform_component?,0B,0x41B4800,1063066,2,2048x512,4444
0x3CEFE36C,,uniform_component?,0A,0x6503E000,583354,2,2048x512,4444
0x3D4B7409,,uniform_component?,0B,0x553000,773041,2,2048x512,4444
0x3E3EBBC9,,uniform_component?,0A,0x6A11C000,664985,2,2048x512,4444
0x3E8DB993,,uniform_component?,0A,0x68855000,792477,2,2048x512,4444
0x3EB19F45,,uniform_component?,0B,0x7A1E000,576611,2,2048x512,4444
0x3EDBEC13,,uniform_component?,0A,0x663A0800,589172,2,2048x512,4444
0x408C4AE0,,uniform_component?,0B,0x4596800,863879,2,2048x512,4444
0x413108B4,,uniform_component?,0B,0x2863000,589172,2,2048x512,4444
0x425F9E12,,uniform_component?,0A,0x6A262800,670699,2,2048x512,4444
0x426249A7,,uniform_component?,0B,0x5763000,1067363,2,2048x512,4444
0x42B416E7,,uniform_component?,0B,0x3086800,1019103,2,2048x512,4444
0x434F0D0E,,uniform_component?,0A,0x6B338000,847998,2,2048x512,4444
0x43AFC362,,uniform_component?,0B,0x82A000,966074,2,2048x512,4444
0x43C810A4,,uniform_component?,0A,0x653AB000,785489,2,2048x512,4444
0x444610C3,,uniform_component?,0A,0x66BBE800,962847,2,2048x512,4444
0x462F3E8B,,uniform_component?,0B,0x7628800,788485,2,2048x512,4444
0x46D86290,,uniform_component?,0A,0x652DD000,843229,2,2048x512,4444
0x46FC0C1E,,uniform_component?,0A,0x6A306800,650164,2,2048x512,4444
0x470CE25F,,uniform_component?,0B,0x694D800,1035573,2,2048x512,4444
0x480E4F80,blocker_g15_logos_l.iff,goalie_gear,0B,0x1AD94000,20315,2,512x512,DXT4_5
0x483942A7,catcher_g15_logos_r.iff,goalie_gear,0B,0x1B948800,39306,2,512x512,DXT4_5
0x48643867,pad_g00_logos.iff,goalie_gear,0B,0x1969F800,15824,2,128x128,DXT4_5
0x48BC6439,,uniform_component?,0B,0x40B2000,1058251,2,2048x512,4444
0x4A231209,pad_g13_logos.iff,goalie_gear,0B,0x19EEE000,21170,2,128x128,DXT4_5
0x4A48BFE6,blocker_g14_logos_r.iff,goalie_gear,0B,0x1ACE8000,28937,2,512x512,DXT4_5
0x4A7FB2C1,catcher_g14_logos_l.iff,goalie_gear,0B,0x1B890000,30711,2,512x512,DXT4_5
0x4A8E7B70,,uniform_component?,0A,0x6AA95000,693736,2,2048x512,4444
0x4AB366DD,,uniform_component?,0A,0x665A2800,906967,2,2048x512,4444
0x4B5A1AD8,,uniform_component?,0A,0x6B68E800,734105,2,2048x512,4444
0x4C678C79,,uniform_component?,0A,0x68297800,1025306,2,2048x512,4444
0x4CBEE36B,,uniform_component?,0B,0x6876000,881706,2,2048x512,4444
0x4D923AA7,,uniform_component?,0B,0x49D9800,1009653,2,2048x512,4444
0x4E009B12,,uniform_component?,0A,0x6AFF8000,665142,2,2048x512,4444
0x4E2DE97C,,uniform_component?,0A,0x6AB3E800,777117,2,2048x512,4444
0x4E6A91CB,,uniform_component?,0B,0x9EB800,1007861,2,2048x512,4444
0x4EF3F1DC,,uniform_component?,0A,0x656E5000,905257,2,2048x512,4444
0x4F13CA54,,uniform_component?,0B,0x1EF7800,751177,2,2048x512,4444
0x4F350747,,uniform_component?,0B,0x5FDE800,1247374,2,2048x512,4444
0x506CE6A8,,uniform_component?,0B,0x3D64000,748818,2,2048x512,4444
0x527011DC,,uniform_component?,0B,0x657A800,780911,2,2048x512,4444
0x52DF144F,,unknown_texture,0A,0x450C800,136031,2,256x256,DXT4_5
0x53529F78,,uniform_component?,0B,0x5108000,958028,2,2048x512,4444
0x53711C73,,uniform_component?,0B,0x38E3800,1153113,2,2048x512,4444
0x53C5ED0E,,uniform_component?,0A,0x68B19000,982809,2,2048x512,4444
0x5427877F,,uniform_component?,0A,0x65FA5000,971080,2,2048x512,4444
0x55913881,,uniform_component?,0B,0x18FC000,958602,2,2048x512,4444
0x55A24985,,uniform_component?,0B,0xC9A000,1120732,2,2048x512,4444
0x56018BDE,,uniform_component?,0B,0x7F6D000,794185,2,2048x512,4444
0x5656DB3C,,uniform_component?,0A,0x6B742000,854222,2,2048x512,4444
0x5709D4B4,,uniform_component?,0A,0x6740F000,1039310,2,2048x512,4444
0x57BC153D,,uniform_component?,0B,0x53FA000,832005,2,2048x512,4444
0x5A0AA124,,uniform_component?,0B,0x7CFF800,821099,2,2048x512,4444
0x5A510FEA,,uniform_component?,0B,0x2983000,824816,2,2048x512,4444
0x5AA1FDEC,,uniform_component?,0A,0x661A8800,1125214,2,2048x512,4444
0x5D387D42,,uniform_component?,0A,0x68464000,858895,2,2048x512,4444
0x5E1C2FC9,,uniform_component?,0B,0x33F4000,1011596,2,2048x512,4444
0x5F508305,,uniform_component?,0A,0x69DCE800,694927,2,2048x512,4444
0x5F9B5867,,uniform_component?,0B,0x3AD9000,586899,2,2048x512,4444
0x5FF230F0,,uniform_component?,0B,0x5A97800,980050,2,2048x512,4444
0x600368E7,,uniform_component?,0A,0x65991000,852671,2,2048x512,4444
0x6059355E,,uniform_component?,0B,0x4CBB800,753504,2,2048x512,4444
0x60F53FE8,,uniform_component?,0B,0x590A800,664530,2,2048x512,4444
0x62083680,,uniform_component?,0A,0x695FC800,654884,2,2048x512,4444
0x6318078A,pad_g14_logos.iff,goalie_gear,0B,0x19F8B000,27638,2,128x128,DXT4_5
0x64DF9D2F,,uniform_component?,0A,0x68CBE800,742131,2,2048x512,4444
0x658BAD3D,,uniform_component?,0B,0x1225000,700788,2,2048x512,4444
0x66ABA48C,,uniform_component?,0A,0x697ED800,724226,2,2048x512,4444
0x68C51131,,uniform_component?,0B,0x22A1800,1149226,2,2048x512,4444
0x6902954D,pad_g18_logos.iff,goalie_gear,0B,0x1A212800,26888,2,128x128,DXT4_5
0x69B7FE46,,uniform_component?,0B,0x4AD0000,503783,2,2048x512,4444
0x6DB4D851,,uniform_component?,0A,0x68E64000,989135,2,2048x512,4444
0x6E6CCB56,,uniform_component?,0B,0x2F67800,585913,2,2048x512,4444
0x6EAAF8E9,,uniform_component?,0A,0x66F97800,892054,2,2048x512,4444
0x6FBF3DFF,,unknown_texture,0A,0x44EB000,136037,2,256x256,DXT4_5
0x707D516E,,uniform_component?,0B,0x2599800,972645,2,2048x512,4444
0x7297E2B0,,uniform_component?,0B,0x5591000,948617,2,2048x512,4444
0x73445D9B,,uniform_component?,0A,0x67C19000,833025,2,2048x512,4444
0x75D70558,,uniform_component?,0B,0x610F800,1150758,2,2048x512,4444
0x792FAD3A,,uniform_component?,0B,0x1E1D800,892271,2,2048x512,4444
0x79E826A7,,uniform_component?,0B,0x802F000,798966,2,2048x512,4444
0x7B4A4DA3,,uniform_component?,0B,0x4BC6000,1003617,2,2048x512,4444
0x7BA4B99B,,uniform_component?,0A,0x69207800,706226,2,2048x512,4444
0x7C9E3173,,uniform_component?,0B,0x72E3000,953096,2,2048x512,4444
0x7E5D7388,,uniform_component?,0A,0x67A29000,1197549,2,2048x512,4444
0x7F072B97,,uniform_component?,0A,0x693FC000,635031,2,2048x512,4444
0x80FBC645,,uniform_component?,0B,0xAE2000,900003,2,2048x512,4444
0x8366F22D,,uniform_component?,0A,0x69497800,730268,2,2048x512,4444
0x83880615,,uniform_component?,0B,0x4669800,885413,2,2048x512,4444
0x84878310,,uniform_component?,0A,0x6B407800,935358,2,2048x512,4444
0x86E31772,,uniform_component?,0B,0x6C42800,941194,2,2048x512,4444
0x898C3BE9,,uniform_component?,0B,0x67B7800,779969,2,2048x512,4444
0x89C4CB92,,uniform_component?,0A,0x6A4F6000,726156,2,2048x512,4444
0x8A33EFED,uniform_muvo_home.iff,uniform,0A,0x6714B800,950124,2,2048x512,4444
0x8AD2077C,,uniform_component?,0B,0x1443000,882759,2,2048x512,4444
0x8AD59BD5,,uniform_component?,0B,0x5E69800,763325,2,2048x512,4444
0x8C3F666C,,uniform_component?,0B,0x3EEE800,895524,2,2048x512,4444
0x8C7AEBF3,,uniform_component?,0A,0x65C9F000,1057565,2,2048x512,4444
0x8D12BFC0,,uniform_component?,0A,0x65B31800,747973,2,2048x512,4444
0x8D44DBB0,,uniform_component?,0A,0x67909000,589360,2,2048x512,4444
0x8D67599E,,uniform_component?,0A,0x6A5A7800,759853,2,2048x512,4444
0x8DEAC1A5,,uniform_component?,0B,0x6AD7000,573624,2,2048x512,4444
0x8F07ADAC,,uniform_component?,0B,0x3241000,781997,2,2048x512,4444
0x8F1B2A3A,,uniform_component?,0B,0xEAD000,939563,2,2048x512,4444
0x8F5C00C2,,uniform_component?,0A,0x677DA000,1240738,2,2048x512,4444
0x90FE3BBA,,uniform_component?,0B,0x23BA800,988425,2,2048x512,4444
0x913E8D06,,uniform_component?,0B,0x3BF8000,870570,2,2048x512,4444
0x919B3509,,uniform_component?,0B,0x2C98000,960734,2,2048x512,4444
0x94CEB913,,uniform_component?,0B,0x1A9D800,748050,2,2048x512,4444
0x953E4074,,uniform_component?,0B,0x34EB000,1064667,2,2048x512,4444
0x955B3727,,uniform_component?,0A,0x6675D800,924196,2,2048x512,4444
0x9567C4FE,,uniform_component?,0B,0x2D83000,912841,2,2048x512,4444
0x95989605,blocker_g14_logos_l.iff,goalie_gear,0B,0x1ACE1000,28545,2,512x512,DXT4_5
0x95AF9B22,catcher_g14_logos_r.iff,goalie_gear,0B,0x1B897800,30804,2,512x512,DXT4_5
0x95F4763B,,uniform_component?,0A,0x655F4800,985066,2,2048x512,4444
0x96C6E7A5,,uniform_component?,0A,0x67F3B000,1149270,2,2048x512,4444
0x97DE6663,blocker_g15_logos_r.iff,goalie_gear,0B,0x1AD99000,20280,2,512x512,DXT4_5
0x97E96B44,catcher_g15_logos_l.iff,goalie_gear,0B,0x1B93F000,38790,2,512x512,DXT4_5
0x990B42F0,,uniform_component?,0B,0x1078000,1051883,2,2048x512,4444
0x9ACA7D36,,uniform_component?,0A,0x68F55800,721288,2,2048x512,4444
0x9CD84A37,,uniform_component?,0B,0x13000,873607,2,2048x512,4444
0x9E69EF3A,,uniform_component?,0A,0x6915F000,688303,2,2048x512,4444
0x9E8321EE,,uniform_component?,0B,0x74B3800,763656,2,2048x512,4444
0x9F093176,,uniform_component?,0A,0x66CAA000,991973,2,2048x512,4444
0x9FC13B4D,,uniform_component?,0A,0x681FA800,641348,2,2048x512,4444
0xA1D2456F,,uniform_component?,0B,0x44BF000,882515,2,2048x512,4444
0xA2365657,,uniform_component?,0B,0x42B8800,1063029,2,2048x512,4444
0xA296D84A,pad_g15_logos.iff,goalie_gear,0B,0x1A030000,26888,2,128x128,DXT4_5
0xA29B5010,,uniform_component?,0A,0x66A4B800,758909,2,2048x512,4444
0xA2A60696,,uniform_component?,0A,0x68630800,1087375,2,2048x512,4444
0xA3315ABF,,uniform_component?,0A,0x69FCE000,701104,2,2048x512,4444
0xA39C9366,,uniform_component?,0B,0x457000,1031287,2,2048x512,4444
0xA5439016,,uniform_component?,0A,0x650CC800,583354,2,2048x512,4444
0xA5AE9C30,,uniform_component?,0A,0x66924800,1207955,2,2048x512,4444
0xA71DEC3F,,uniform_component?,0B,0x7991000,576611,2,2048x512,4444
0xA7779F69,,uniform_component?,0A,0x66430800,589172,2,2048x512,4444
0xA792C8B3,,uniform_component?,0A,0x6A079800,664985,2,2048x512,4444
0xA88C4A8D,pad_g19_logos.iff,goalie_gear,0B,0x1A33A000,28085,2,128x128,DXT4_5
0xA9936300,,uniform_component?,0A,0x6989E800,673951,2,2048x512,4444
0xAAB7C45B,,uniform_component?,0A,0x66D9C800,561812,2,2048x512,4444
0xAB3EE511,,uniform_component?,0A,0x6760B000,952625,2,2048x512,4444
0xABE0BFDD,,uniform_component?,0A,0x6A7CF000,734083,2,2048x512,4444
0xAD30F10C,,uniform_component?,0A,0x69A87800,649238,2,2048x512,4444
0xAD6A98B8,,uniform_component?,0A,0x6683F800,936164,2,2048x512,4444
0xAF432DD1,,uniform_component?,0A,0x6A882800,737991,2,2048x512,4444
0xAF8A775F,,uniform_component?,0B,0x1C3F000,1065671,2,2048x512,4444
0xAF8CB986,,uniform_component?,0B,0x7DC8000,941029,2,2048x512,4444
0xB0D30BFA,,uniform_component?,0B,0x20AA000,1038905,2,2048x512,4444
0xB24C30C6,,uniform_component?,0A,0x6AD58000,643534,2,2048x512,4444
0xB41559E9,,uniform_component?,0B,0x6B63800,913152,2,2048x512,4444
0xB4242D73,,uniform_component?,0B,0x7B73800,810652,2,2048x512,4444
0xB4B6B7EC,,uniform_component?,0A,0x64D7B800,1058065,2,2048x512,4444
0xB57A0AF1,,uniform_component?,0B,0x138A000,756626,2,2048x512,4444
0xB5FF12BE,,uniform_component?,0A,0x6546B000,774848,2,2048x512,4444
0xB5FF1E03,,uniform_component?,0B,0x70C4000,1108631,2,2048x512,4444
0xB643E581,,uniform_component?,0B,0x5B87000,1021568,2,2048x512,4444
0xB67EED65,,uniform_component?,0B,0x51F2000,589172,2,2048x512,4444
0xB6D8995B,,uniform_component?,0B,0x6343800,1165455,2,2048x512,4444
0xB6EFA2CA,,uniform_component?,0A,0x6ADF5800,720355,2,2048x512,4444
0xB796B6F7,,uniform_component?,0A,0x68A90800,557417,2,2048x512,4444
0xB8B48A87,,uniform_component?,0B,0x3707800,974210,2,2048x512,4444
0xB9183D21,,uniform_component?,0A,0x65DA1800,1137491,2,2048x512,4444
0xB9AF7A4D,,uniform_component?,0A,0x65528800,833914,2,2048x512,4444
0xBA9DD5A4,,uniform_component?,0A,0x69BD5000,714646,2,2048x512,4444
0xBCF964D7,,uniform_component?,0B,0x17E5000,569898,2,2048x512,4444
0xBD1AB121,,unknown_texture,0A,0xA000,1489101,2,512x256,DXT5A
0xBE3E47A8,,uniform_component?,0A,0x69C83800,677606,2,2048x512,4444
0xBE6D9C6D,,uniform_component?,0A,0x6B2B1800,550499,2,2048x512,4444
0xBEB6BDE2,,unknown_texture,0A,0x2E4000,1512687,2,512x256,DXT5A
0xBFECD226,,uniform_component?,0B,0x2A4C800,790203,2,2048x512,4444
0xC3A6D25E,,uniform_component?,0B,0x7AAB000,821128,2,2048x512,4444
0xC3FD7C90,,uniform_component?,0B,0x2BCE800,824789,2,2048x512,4444
0xC4940E38,,uniform_component?,0A,0x68392000,858895,2,2048x512,4444
0xC6372B1D,,uniform_component?,0B,0x3B68800,586899,2,2048x512,4444
0xC65E438A,,uniform_component?,0B,0x5D7A000,980190,2,2048x512,4444
0xC6FCF07F,,uniform_component?,0A,0x69E78800,694927,2,2048x512,4444
0xC7B05CB3,,uniform_component?,0B,0x2E62000,1069264,2,2048x512,4444
0xC81910C2,catcher_g00_logos_r.iff,goalie_gear,0B,0x1AF72800,33371,2,512x512,DXT4_5
0xC82E1DE5,blocker_g00_logos_l.iff,goalie_gear,0B,0x1A3DA000,21186,2,512x512,DXT4_5
0xC9C095D2,,uniform_component?,0B,0x3CCD000,617645,2,2048x512,4444
0xCA699E74,,uniform_component?,0A,0x68D74000,982828,2,2048x512,4444
